#dig
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,#
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,#
x,x,x,d,d,x,d,d,x,x,x,x,x,d,d,x,d,d,x,x,x,x,x,d,d,x,d,d,x,#
x,x,x,x,d,x,d,x,x,x,x,x,x,x,d,x,d,x,x,x,x,x,x,x,d,x,d,x,x,#
x,x,d,x,d,x,d,x,d,x,x,x,d,x,d,x,d,x,d,x,x,x,d,x,d,x,d,x,d,#
x,x,d,d,x,i,x,d,d,x,x,x,d,d,x,i,x,d,d,x,x,x,d,d,x,i,x,d,d,#
x,x,x,x,x,d,x,x,x,x,x,x,x,x,x,d,x,x,x,x,x,x,x,x,x,d,x,x,x,#
x,x,d,d,d,x,d,d,d,x,x,x,d,d,d,x,d,d,d,x,x,x,d,d,d,x,d,d,d,#
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,#
x,x,x,d,d,x,d,d,x,x,x,x,x,d,d,x,d,d,x,x,x,x,x,d,d,x,d,d,x,#
x,x,x,x,d,x,d,x,x,x,x,x,x,x,d,x,d,x,x,x,x,x,x,x,d,x,d,x,x,#
x,x,d,x,d,x,d,x,d,x,x,x,d,x,d,x,d,x,d,x,x,x,d,x,d,x,d,x,d,#
x,x,d,d,x,i,x,d,d,x,x,x,d,d,x,i,x,d,d,x,x,x,d,d,x,i,x,d,d,#
x,x,x,x,x,d,x,x,x,x,x,x,x,x,x,d,x,x,x,x,x,x,x,x,x,d,x,x,x,#
x,x,d,d,d,x,d,d,d,x,x,x,d,d,d,x,d,d,d,x,x,x,d,d,d,x,d,d,d,#
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,#
x,x,x,x,d,d,x,d,d,x,x,x,x,d,d,d,d,d,x,x,x,x,d,d,x,d,d,x,x,#
x,x,x,x,d,d,x,d,d,x,x,x,d,d,d,d,d,d,d,x,x,x,d,d,x,d,d,x,x,#
x,x,x,x,x,x,i,x,x,x,x,x,d,d,x,x,x,d,d,x,x,x,x,x,i,x,x,x,x,#
x,x,d,d,d,d,i,d,d,d,d,x,d,d,x,x,x,d,d,x,d,d,d,d,i,d,d,d,d,#
x,x,x,x,x,x,i,x,x,x,x,x,d,d,x,x,x,d,d,x,x,x,x,x,i,x,x,x,x,#
x,x,x,x,d,d,x,d,d,x,x,x,d,d,d,d,d,d,d,x,x,x,d,d,x,d,d,x,x,#
x,x,x,x,d,d,x,d,d,x,x,x,x,d,d,d,d,d,x,x,x,x,d,d,x,d,d,x,x,#
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,#
x,x,d,d,d,x,d,d,d,x,x,x,d,d,d,x,d,d,d,x,x,x,d,d,d,x,d,d,d,#
x,x,x,x,x,d,x,x,x,x,x,x,x,x,x,d,x,x,x,x,x,x,x,x,x,d,x,x,x,#
x,x,d,d,x,i,x,d,d,x,x,x,d,d,x,i,x,d,d,x,x,x,d,d,x,i,x,d,d,#
x,x,d,x,d,x,d,x,d,x,x,x,d,x,d,x,d,x,d,x,x,x,d,x,d,x,d,x,d,#
x,x,x,x,d,x,d,x,x,x,x,x,x,x,d,x,d,x,x,x,x,x,x,x,d,x,d,x,x,#
x,x,x,d,d,x,d,d,x,x,x,x,x,d,d,x,d,d,x,x,x,x,x,d,d,x,d,d,x,#
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,#
x,x,d,d,d,x,d,d,d,x,x,x,d,d,d,x,d,d,d,x,x,x,d,d,d,x,d,d,d,#
x,x,x,x,x,d,x,x,x,x,x,x,x,x,x,d,x,x,x,x,x,x,x,x,x,d,x,x,x,#
x,x,d,d,x,i,x,d,d,x,x,x,d,d,x,i,x,d,d,x,x,x,d,d,x,i,x,d,d,#
x,x,d,x,d,x,d,x,d,x,x,x,d,x,d,x,d,x,d,x,x,x,d,x,d,x,d,x,d,#
x,x,x,x,d,x,d,x,x,x,x,x,x,x,d,x,d,x,x,x,x,x,x,x,d,x,d,x,x,#
x,x,x,d,d,x,d,d,x,x,x,x,x,d,d,x,d,d,x,x,x,x,x,d,d,x,d,d,x,#
