#dig
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,#
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,#
x,x,d,d,d,d,x,d,d,d,d,x,x,d,d,d,d,d,x,x,d,d,d,d,x,d,d,d,d,#
x,x,d,d,d,d,x,d,d,d,d,x,x,d,d,d,d,d,x,x,d,d,d,d,x,d,d,d,d,#
x,x,d,d,d,d,x,d,d,d,d,x,x,d,d,d,d,d,x,x,d,d,d,d,x,d,d,d,d,#
x,x,i,d,d,i,x,i,d,d,i,x,x,d,d,d,d,d,x,x,i,d,d,i,x,i,d,d,i,#
x,x,x,d,d,x,x,x,d,d,x,x,x,d,d,d,d,d,x,x,x,d,d,x,x,x,d,d,x,#
x,x,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,#
x,x,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,#
x,x,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,#
x,x,x,d,d,x,x,x,d,d,x,x,x,d,d,d,d,d,x,x,x,d,d,x,x,x,d,d,x,#
x,x,i,d,d,i,x,i,d,d,i,x,x,d,d,d,d,d,x,x,i,d,d,i,x,i,d,d,i,#
x,x,d,d,d,d,x,d,d,d,d,x,x,d,d,d,d,d,x,x,d,d,d,d,x,d,d,d,d,#
x,x,d,d,d,d,x,d,d,d,d,x,x,d,d,d,d,d,x,x,d,d,d,d,x,d,d,d,d,#
x,x,d,d,d,d,x,d,d,d,d,x,x,d,d,d,d,d,x,x,d,d,d,d,x,d,d,d,d,#
x,x,x,x,x,x,x,x,x,x,x,x,d,d,d,d,d,d,d,x,x,x,x,x,x,x,x,x,x,#
x,x,x,x,x,x,x,x,x,x,x,d,d,d,d,d,d,d,d,d,x,x,x,x,x,x,x,x,x,#
x,x,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,#
x,x,d,d,d,d,d,d,d,d,d,d,d,d,x,x,x,d,d,d,d,d,d,d,d,d,d,d,d,#
x,x,d,d,d,d,d,d,d,d,d,d,d,d,x,x,x,d,d,d,d,d,d,d,d,d,d,d,d,#
x,x,d,d,d,d,d,d,d,d,d,d,d,d,x,x,x,d,d,d,d,d,d,d,d,d,d,d,d,#
x,x,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,#
x,x,x,x,x,x,x,x,x,x,x,d,d,d,d,d,d,d,d,d,x,x,x,x,x,x,x,x,x,#
x,x,x,x,x,x,x,x,x,x,x,x,d,d,d,d,d,d,d,x,x,x,x,x,x,x,x,x,x,#
x,x,d,d,d,d,x,d,d,d,d,x,x,d,d,d,d,d,x,x,d,d,d,d,x,d,d,d,d,#
x,x,d,d,d,d,x,d,d,d,d,x,x,d,d,d,d,d,x,x,d,d,d,d,x,d,d,d,d,#
x,x,d,d,d,d,x,d,d,d,d,x,x,d,d,d,d,d,x,x,d,d,d,d,x,d,d,d,d,#
x,x,i,d,d,i,x,i,d,d,i,x,x,d,d,d,d,d,x,x,i,d,d,i,x,i,d,d,i,#
x,x,x,d,d,x,x,x,d,d,x,x,x,d,d,d,d,d,x,x,x,d,d,x,x,x,d,d,x,#
x,x,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,#
x,x,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,#
x,x,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,#
x,x,x,d,d,x,x,x,d,d,x,x,x,d,d,d,d,d,x,x,x,d,d,x,x,x,d,d,x,#
x,x,i,d,d,i,x,i,d,d,i,x,x,d,d,d,d,d,x,x,i,d,d,i,x,i,d,d,i,#
x,x,d,d,d,d,x,d,d,d,d,x,x,d,d,d,d,d,x,x,d,d,d,d,x,d,d,d,d,#
x,x,d,d,d,d,x,d,d,d,d,x,x,d,d,d,d,d,x,x,d,d,d,d,x,d,d,d,d,#
x,x,d,d,d,d,x,d,d,d,d,x,x,d,d,d,d,d,x,x,d,d,d,d,x,d,d,d,d,#
