#dig
`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,#
`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,#
`,`,d,d,d,d,d,d,d,d,d,`,`,d,d,d,d,d,`,`,d,d,d,d,d,d,d,d,d,`,`,`,`,`,`,`,`,`,`,`,#
`,`,d,d,d,d,d,d,d,d,d,`,`,d,d,d,d,d,`,`,d,d,d,d,d,d,d,d,d,`,`,`,`,`,`,`,`,`,`,`,#
`,`,d,d,d,d,d,d,d,d,d,`,`,d,d,d,d,d,`,`,d,d,d,d,d,d,d,d,d,`,`,`,`,`,`,`,`,`,`,`,#
`,`,d,d,d,d,d,d,d,d,d,`,`,d,d,d,d,d,`,`,d,d,d,d,d,d,d,d,d,`,`,`,`,`,`,`,`,`,`,`,#
`,`,d,d,d,d,d,d,d,d,d,`,`,d,d,d,d,d,`,`,d,d,d,d,d,d,d,d,d,`,`,`,`,`,`,`,`,`,`,`,#
`,`,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,`,`,`,`,`,`,`,`,`,`,`,#
`,`,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,`,`,`,`,`,`,`,`,`,`,`,#
`,`,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,`,`,`,`,`,`,`,`,`,`,`,#
`,`,d,d,d,d,d,d,d,d,d,`,`,d,d,d,d,d,`,`,d,d,d,d,d,d,d,d,d,`,`,`,`,`,`,`,`,`,`,`,#
`,`,d,d,d,d,d,d,d,d,d,`,`,d,d,d,d,d,`,`,d,d,d,d,d,d,d,d,d,`,`,`,`,`,`,`,`,`,`,`,#
`,`,d,d,d,d,d,d,d,d,d,`,`,d,d,d,d,d,`,`,d,d,d,d,d,d,d,d,d,`,`,`,`,`,`,`,`,`,`,`,#
`,`,d,d,d,d,d,d,d,d,d,`,`,d,d,d,d,d,`,`,d,d,d,d,d,d,d,d,d,`,`,`,`,`,`,`,`,`,`,`,#
`,`,d,d,d,d,d,d,d,d,d,`,`,d,d,d,d,d,`,`,d,d,d,d,d,d,d,d,d,`,`,`,`,`,`,`,`,`,`,`,#
`,`,`,`,`,d,d,d,`,`,`,`,d,d,d,d,d,d,d,`,`,`,`,d,d,d,`,`,`,`,`,`,`,`,`,`,`,`,`,`,#
`,`,`,`,`,d,d,d,`,`,`,d,d,d,d,d,d,d,d,d,`,`,`,d,d,d,`,`,`,`,`,`,`,`,`,`,`,`,`,`,#
`,`,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,`,`,`,`,`,`,`,`,`,`,`,#
`,`,d,d,d,d,d,d,d,d,d,d,d,d,`,`,`,d,d,d,d,d,d,d,d,d,d,d,d,`,`,`,`,`,`,`,`,`,`,`,#
